tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709254262,0.931333,1.491674,0.948725
,,,,,,3709254292,0.921277,1.523823,0.930865
,,,,,,3709254322,0.936362,1.485721,0.944558
,,,,,,3709254352,0.926305,1.489888,0.93027
,,,,,,3709254382,0.936362,1.483339,0.949321
,,,,,,3709254412,0.911221,1.494651,0.960037
,,,,,,3709254442,0.936362,1.483935,0.935033
,,,,,,3709254472,0.951446,1.494651,0.946939
,,,,,,3709254502,0.931333,1.522632,0.926103
,,,,,,3709254532,0.926305,1.51013,0.928484
,,,,,,3709254562,0.946418,1.478577,0.946939
,,,,,,3709254592,0.936362,1.516083,0.929079
,,,,,,3709254622,0.926305,1.525013,0.918958
,,,,,,3709254652,0.921277,1.524418,0.927293
,,,,,,3709254682,0.951446,1.494651,0.944558
,,,,,,3709254712,0.946418,1.491079,0.942772
,,,,,,3709254742,0.916249,1.516678,0.923721
,,,,,,3709254772,0.911221,1.51132,0.937414
,,,,,,3709254802,0.94139,1.500604,0.945749
,,,,,,3709254832,0.916249,1.510725,0.945153
,,,,,,3709254862,0.936362,1.503581,0.940986
,,,,,,3709254892,0.931333,1.518464,0.930865
,,,,,,3709254922,0.936362,1.49227,0.936819
,,,,,,3709254952,0.921277,1.500009,0.961823
,,,,,,3709254982,0.936362,1.450001,0.929675
,,,,,,3709255012,0.926305,1.525609,0.923721
,,,,,,3709255042,0.921277,1.492865,0.946939
,,,,,,3709255072,0.94139,1.51132,0.931461
,,,,,,3709255102,0.916249,1.51013,0.932056
,,,,,,3709255132,0.921277,1.505962,0.938605
,,,,,,3709255162,0.936362,1.505962,0.943963
,,,,,,3709255192,0.916249,1.508344,0.949916
,,,,,,3709255222,0.921277,1.51132,0.931461
,,,,,,3709255252,0.916249,1.516678,0.909433
,,,,,,3709255282,0.94139,1.486316,0.945749
,,,,,,3709255312,0.906193,1.508939,0.924912
,,,,,,3709255342,0.921277,1.52025,0.920149
,,,,,,3709255372,0.936362,1.508344,0.916577
,,,,,,3709255402,0.926305,1.521441,0.92253
,,,,,,3709255432,0.931333,1.492865,0.940986
,,,,,,3709255462,0.931333,1.477386,0.932651
,,,,,,3709255492,0.94139,1.495246,0.939795
,,,,,,3709255522,0.951446,1.490484,0.930865
,,,,,,3709255552,0.921277,1.480363,0.918958
,,,,,,3709255582,0.931333,1.530967,0.868355
,,,,,,3709255612,0.94139,1.488698,0.946344
,,,,,,3709255642,0.921277,1.49346,0.92134
,,,,,,3709255672,0.926305,1.513702,0.919554
,,,,,,3709255702,0.946418,1.488698,0.943367
,,,,,,3709255732,0.911221,1.519655,0.910028
,,,,,,3709255762,0.921277,1.495246,0.908242
,,,,,,3709255792,0.911221,1.505367,0.932651
,,,,,,3709255822,0.926305,1.483935,0.946344
,,,,,,3709255852,0.936362,1.482744,0.949916
,,,,,,3709255882,0.926305,1.504176,0.914791
,,,,,,3709255912,0.946418,1.472623,0.929079
,,,,,,3709255942,0.916249,1.508939,0.899312
,,,,,,3709255972,0.926305,1.509534,0.915982
,,,,,,3709256002,0.921277,1.495842,0.959441
,,,,,,3709256032,0.911221,1.508939,0.92253
,,,,,,3709256062,0.94139,1.498818,0.929675
,,,,,,3709256092,0.94139,1.477981,0.927293
,,,,,,3709256122,0.926305,1.516083,0.924317
,,,,,,3709256152,0.911221,1.514297,0.918958
,,,,,,3709256182,0.94139,1.482744,0.933247
,,,,,,3709256212,0.946418,1.480363,0.915982
,,,,,,3709256242,0.936362,1.469647,0.926103
,,,,,,3709256272,0.916249,1.507153,0.933247
,,,,,,3709256302,0.916249,1.488698,0.938009
,,,,,,3709256332,0.936362,1.49227,0.915386
,,,,,,3709256362,0.936362,1.494056,0.917768
,,,,,,3709256392,0.931333,1.480958,0.940391
,,,,,,3709256422,0.931333,1.471433,0.929675
,,,,,,3709256452,0.911221,1.513702,0.936819
,,,,,,3709256482,0.916249,1.516678,0.920744
,,,,,,3709256512,0.931333,1.504772,0.929675
,,,,,,3709256542,0.946418,1.480958,0.920744
,,,,,,3709256572,0.936362,1.50239,0.920149
,,,,,,3709256602,0.921277,1.507153,0.918958
,,,,,,3709256632,0.926305,1.533348,0.916577
,,,,,,3709256662,0.916249,1.514297,0.907647
,,,,,,3709256692,0.94139,1.479767,0.927293
,,,,,,3709256722,0.921277,1.505962,0.914791
,,,,,,3709256752,0.911221,1.495842,0.915386
,,,,,,3709256782,0.916249,1.507153,0.904075
,,,,,,3709256812,0.931333,1.486912,0.926698
,,,,,,3709256842,0.911221,1.508939,0.909433
,,,,,,3709256872,0.931333,1.489888,0.920149
,,,,,,3709256902,0.906193,1.486316,0.923721
,,,,,,3709256932,0.926305,1.489888,0.920744
,,,,,,3709256962,0.911221,1.514892,0.873117
,,,,,,3709256992,0.921277,1.486316,0.938009
,,,,,,3709257022,0.926305,1.523227,0.902289
,,,,,,3709257052,0.906193,1.503581,0.933247
,,,,,,3709257082,0.94139,1.470242,0.919554
,,,,,,3709257112,0.926305,1.494056,0.893359
,,,,,,3709257142,0.911221,1.507153,0.901098
,,,,,,3709257172,0.931333,1.50239,0.908242
,,,,,,3709257202,0.936362,1.489293,0.907052
,,,,,,3709257232,0.926305,1.499414,0.915386
,,,,,,3709257262,0.931333,1.479172,0.923721
,,,,,,3709257292,0.916249,1.513106,0.908242
,,,,,,3709257322,0.926305,1.486316,0.908242
,,,,,,3709257352,0.921277,1.469051,0.923126
,,,,,,3709257382,0.926305,1.500009,0.905861
,,,,,,3709257412,0.921277,1.471433,0.942772
,,,,,,3709257442,0.916249,1.513106,0.902884
,,,,,,3709257472,0.921277,1.51132,0.910028
,,,,,,3709257502,0.926305,1.500009,0.908838
,,,,,,3709257532,0.921277,1.494056,0.926103
,,,,,,3709257562,0.916249,1.496437,0.923126
,,,,,,3709257592,0.921277,1.506558,0.899908
,,,,,,3709257622,0.926305,1.490484,0.911219
,,,,,,3709257652,0.911221,1.510725,0.901098
,,,,,,3709257682,0.931333,1.482744,0.901098
,,,,,,3709257712,0.921277,1.512511,0.902289
,,,,,,3709257742,0.931333,1.478577,0.924912
,,,,,,3709257772,0.911221,1.513702,0.914791
,,,,,,3709257802,0.906193,1.507153,0.902289
,,,,,,3709257832,0.936362,1.486912,0.916577
,,,,,,3709257862,0.911221,1.515488,0.874903
,,,,,,3709257892,0.901164,1.482149,0.910028
,,,,,,3709257922,0.931333,1.469647,0.910624
,,,,,,3709257952,0.921277,1.51132,0.882643
,,,,,,3709257982,0.931333,1.478577,0.899312
,,,,,,3709258012,0.921277,1.466075,0.923126
,,,,,,3709258042,0.916249,1.499414,0.905266
,,,,,,3709258072,0.931333,1.468456,0.919554
,,,,,,3709258102,0.931333,1.471433,0.889787
,,,,,,3709258132,0.931333,1.485721,0.901694
,,,,,,3709258162,0.906193,1.500009,0.90348
,,,,,,3709258192,0.911221,1.509534,0.89574
,,,,,,3709258222,0.926305,1.473814,0.911814
,,,,,,3709258252,0.911221,1.500009,0.907052
,,,,,,3709258282,0.916249,1.491079,0.910028
,,,,,,3709258312,0.901164,1.497628,0.926103
,,,,,,3709258342,0.906193,1.5012,0.882047
,,,,,,3709258372,0.921277,1.51906,0.893359
,,,,,,3709258402,0.921277,1.501795,0.888596
,,,,,,3709258432,0.901164,1.486316,0.896931
,,,,,,3709258462,0.94139,1.477981,0.917768
,,,,,,3709258492,0.906193,1.501795,0.910624
,,,,,,3709258522,0.926305,1.4756,0.899312
,,,,,,3709258552,0.916249,1.511916,0.885024
,,,,,,3709258582,0.921277,1.469647,0.90467
,,,,,,3709258612,0.901164,1.503581,0.916577
,,,,,,3709258642,0.94139,1.470837,0.910028
,,,,,,3709258672,0.916249,1.480363,0.919554
,,,,,,3709258702,0.906193,1.490484,0.909433
,,,,,,3709258732,0.901164,1.49346,0.908242
,,,,,,3709258762,0.911221,1.494056,0.905861
,,,,,,3709258792,0.926305,1.490484,0.90348
,,,,,,3709258822,0.891108,1.503581,0.889787
,,,,,,3709258852,0.936362,1.482744,0.878475
,,,,,,3709258882,0.906193,1.504772,0.878475
,,,,,,3709258912,0.921277,1.490484,0.915386
,,,,,,3709258942,0.911221,1.514892,0.882047
,,,,,,3709258972,0.926305,1.467861,0.885619
,,,,,,3709259002,0.911221,1.479767,0.904075
,,,,,,3709259032,0.936362,1.477386,0.908838
,,,,,,3709259062,0.921277,1.482149,0.896336
,,,,,,3709259092,0.921277,1.514297,0.875499
,,,,,,3709259122,0.936362,1.476195,0.888596
,,,,,,3709259152,0.906193,1.504772,0.876689
,,,,,,3709259182,0.911221,1.508344,0.886215
,,,,,,3709259212,0.906193,1.492865,0.892168
,,,,,,3709259242,0.916249,1.497032,0.868355
,,,,,,3709259272,0.901164,1.500009,0.885619
,,,,,,3709259302,0.921277,1.495246,0.898717
,,,,,,3709259332,0.911221,1.469051,0.913005
,,,,,,3709259362,0.911221,1.481553,0.915386
,,,,,,3709259392,0.901164,1.5012,0.902884
,,,,,,3709259422,0.906193,1.499414,0.870736
,,,,,,3709259452,0.921277,1.473219,0.905266
,,,,,,3709259482,0.926305,1.466075,0.899312
,,,,,,3709259512,0.911221,1.51013,0.880857
,,,,,,3709259542,0.926305,1.475005,0.911219
,,,,,,3709259572,0.906193,1.491079,0.907052
,,,,,,3709259602,0.911221,1.486316,0.900503
,,,,,,3709259632,0.911221,1.482744,0.910624
,,,,,,3709259662,0.916249,1.470837,0.902884
,,,,,,3709259692,0.921277,1.483935,0.910028
,,,,,,3709259722,0.926305,1.485721,0.870736
,,,,,,3709259752,0.921277,1.483935,0.89574
,,,,,,3709259782,0.921277,1.469051,0.898122
,,,,,,3709259812,0.931333,1.474409,0.878475
,,,,,,3709259842,0.936362,1.474409,0.890382
,,,,,,3709259872,0.931333,1.461312,0.887406
,,,,,,3709259902,0.901164,1.488698,0.871927
,,,,,,3709259932,0.926305,1.463693,0.886215
,,,,,,3709259962,0.911221,1.489293,0.892168
,,,,,,3709259992,0.931333,1.466075,0.906456
,,,,,,3709260022,0.926305,1.466075,0.895145
,,,,,,3709260052,0.931333,1.470837,0.892168
,,,,,,3709260082,0.926305,1.473219,0.890382
,,,,,,3709260112,0.931333,1.469051,0.902289
,,,,,,3709260142,0.901164,1.5012,0.889192
,,,,,,3709260172,0.901164,1.501795,0.876094
,,,,,,3709260202,0.88608,1.494651,0.890382
,,,,,,3709260232,0.921277,1.468456,0.876689
,,,,,,3709260262,0.901164,1.49346,0.874308
,,,,,,3709260292,0.901164,1.495842,0.890978
,,,,,,3709260322,0.901164,1.476791,0.893954
,,,,,,3709260352,0.916249,1.489888,0.872522
,,,,,,3709260382,0.896136,1.500009,0.873117
,,,,,,3709260412,0.896136,1.482149,0.873117
,,,,,,3709260442,0.896136,1.491674,0.902884
,,,,,,3709260472,0.921277,1.422615,0.897526
,,,,,,3709260502,0.906193,1.48453,0.876094
,,,,,,3709260532,0.906193,1.497032,0.863592
,,,,,,3709260562,0.906193,1.489293,0.874903
,,,,,,3709260592,0.921277,1.476791,0.885024
,,,,,,3709260622,0.906193,1.50239,0.890382
,,,,,,3709260652,0.916249,1.473814,0.869545
,,,,,,3709260682,0.911221,1.463693,0.874903
,,,,,,3709260712,0.926305,1.465479,0.883238
,,,,,,3709260742,0.901164,1.475005,0.904075
,,,,,,3709260772,0.916249,1.470242,0.888001
,,,,,,3709260802,0.926305,1.460121,0.888001
,,,,,,3709260832,0.896136,1.483935,0.890382
,,,,,,3709260862,0.921277,1.463098,0.865378
,,,,,,3709260892,0.921277,1.469647,0.896931
,,,,,,3709260922,0.926305,1.469051,0.896336
,,,,,,3709260952,0.916249,1.486316,0.86895
,,,,,,3709260982,0.916249,1.475005,0.9136
,,,,,,3709261012,0.921277,1.477981,0.873713
,,,,,,3709261042,0.906193,1.482149,0.879071
,,,,,,3709261072,0.926305,1.467265,0.857043
,,,,,,3709261102,0.896136,1.482744,0.876689
,,,,,,3709261132,0.896136,1.477981,0.88681
,,,,,,3709261162,0.916249,1.469051,0.879071
,,,,,,3709261192,0.906193,1.471433,0.900503
,,,,,,3709261222,0.936362,1.463693,0.876689
,,,,,,3709261252,0.921277,1.461312,0.882047
,,,,,,3709261282,0.906193,1.469051,0.89455
,,,,,,3709261312,0.931333,1.460717,0.87788
,,,,,,3709261342,0.916249,1.503581,0.85109
,,,,,,3709261372,0.921277,1.447024,0.890978
,,,,,,3709261402,0.921277,1.476791,0.874903
,,,,,,3709261432,0.936362,1.463098,0.886215
,,,,,,3709261462,0.911221,1.456549,0.876689
,,,,,,3709261492,0.916249,1.465479,0.882643
,,,,,,3709261522,0.916249,1.452382,0.872522
,,,,,,3709261552,0.906193,1.487507,0.86002
,,,,,,3709261582,0.896136,1.492865,0.87788
,,,,,,3709261612,0.906193,1.465479,0.905266
,,,,,,3709261642,0.906193,1.5012,0.868355
,,,,,,3709261672,0.926305,1.467265,0.880261
,,,,,,3709261702,0.931333,1.459526,0.876094
,,,,,,3709261732,0.906193,1.487507,0.862401
,,,,,,3709261762,0.906193,1.486316,0.864783
,,,,,,3709261792,0.931333,1.458335,0.880857
,,,,,,3709261822,0.901164,1.49227,0.859425
,,,,,,3709261852,0.901164,1.482744,0.884429
,,,,,,3709261882,0.926305,1.456549,0.849899
,,,,,,3709261912,0.931333,1.460121,0.870141
,,,,,,3709261942,0.906193,1.46667,0.890382
,,,,,,3709261972,0.916249,1.455954,0.883238
,,,,,,3709262002,0.906193,1.503581,0.855257
,,,,,,3709262032,0.916249,1.460717,0.874308
,,,,,,3709262062,0.906193,1.473219,0.888596
,,,,,,3709262092,0.906193,1.481553,0.86002
,,,,,,3709262122,0.916249,1.468456,0.905266
,,,,,,3709262152,0.931333,1.436308,0.870736
,,,,,,3709262182,0.916249,1.460121,0.883238
,,,,,,3709262212,0.906193,1.483935,0.873713
,,,,,,3709262242,0.891108,1.478577,0.862401
,,,,,,3709262272,0.911221,1.486912,0.856448
,,,,,,3709262302,0.911221,1.468456,0.891573
,,,,,,3709262332,0.906193,1.482744,0.86002
,,,,,,3709262362,0.926305,1.461907,0.858234
,,,,,,3709262392,0.926305,1.43988,0.867164
,,,,,,3709262422,0.921277,1.458931,0.86895
,,,,,,3709262452,0.916249,1.476195,0.862401
,,,,,,3709262482,0.906193,1.468456,0.848113
,,,,,,3709262512,0.896136,1.481553,0.857639
,,,,,,3709262542,0.896136,1.458931,0.867759
,,,,,,3709262572,0.916249,1.463693,0.864783
,,,,,,3709262602,0.921277,1.444047,0.860615
,,,,,,3709262632,0.896136,1.494651,0.858234
,,,,,,3709262662,0.906193,1.482744,0.851685
,,,,,,3709262692,0.911221,1.479172,0.864783
,,,,,,3709262722,0.896136,1.471433,0.881452
,,,,,,3709262752,0.921277,1.447619,0.859425
,,,,,,3709262782,0.906193,1.464289,0.866569
,,,,,,3709262812,0.896136,1.463693,0.835016
,,,,,,3709262842,0.916249,1.451787,0.858234
,,,,,,3709262872,0.916249,1.474409,0.862997
,,,,,,3709262902,0.921277,1.458931,0.854662
,,,,,,3709262932,0.896136,1.476791,0.862401
,,,,,,3709262962,0.901164,1.467861,0.875499
,,,,,,3709262992,0.896136,1.452977,0.863592
,,,,,,3709263022,0.906193,1.469647,0.86002
,,,,,,3709263052,0.896136,1.475005,0.84335
,,,,,,3709263082,0.906193,1.48453,0.844541
,,,,,,3709263112,0.881052,1.463693,0.855257
,,,,,,3709263142,0.901164,1.469051,0.879071
,,,,,,3709263172,0.911221,1.453573,0.859425
,,,,,,3709263202,0.921277,1.439284,0.854067
,,,,,,3709263232,0.906193,1.462503,0.858234
,,,,,,3709263262,0.916249,1.454168,0.873713
,,,,,,3709263292,0.921277,1.470837,0.858234
,,,,,,3709263322,0.896136,1.479767,0.859425
,,,,,,3709263352,0.901164,1.482149,0.86895
,,,,,,3709263382,0.891108,1.479767,0.86002
,,,,,,3709263412,0.921277,1.442261,0.852281
,,,,,,3709263442,0.906193,1.458931,0.856448
,,,,,,3709263472,0.881052,1.4756,0.872522
,,,,,,3709263502,0.901164,1.464289,0.893359
,,,,,,3709263532,0.891108,1.482149,0.84216
,,,,,,3709263562,0.906193,1.466075,0.865378
,,,,,,3709263592,0.881052,1.474409,0.876094
,,,,,,3709263622,0.891108,1.48453,0.839778
,,,,,,3709263652,0.906193,1.472623,0.840969
,,,,,,3709263682,0.876024,1.463693,0.862401
,,,,,,3709263712,0.896136,1.472028,0.844541
,,,,,,3709263742,0.911221,1.445833,0.839183
,,,,,,3709263772,0.916249,1.440475,0.853471
,,,,,,3709263802,0.896136,1.464289,0.844541
,,,,,,3709263832,0.916249,1.451191,0.840374
,,,,,,3709263862,0.916249,1.462503,0.866569
,,,,,,3709263892,0.906193,1.477981,0.852281
,,,,,,3709263922,0.901164,1.450001,0.86002
,,,,,,3709263952,0.891108,1.474409,0.840969
,,,,,,3709263982,0.906193,1.447619,0.861806
,,,,,,3709264012,0.916249,1.460121,0.864783
,,,,,,3709264042,0.906193,1.45774,0.839183
,,,,,,3709264072,0.901164,1.471433,0.835611
,,,,,,3709264102,0.911221,1.449405,0.844541
,,,,,,3709264132,0.906193,1.469051,0.851685
,,,,,,3709264162,0.896136,1.435712,0.868355
,,,,,,3709264192,0.906193,1.42321,0.863592
,,,,,,3709264222,0.916249,1.455359,0.848113
,,,,,,3709264252,0.901164,1.48453,0.8243
,,,,,,3709264282,0.896136,1.476195,0.846327
,,,,,,3709264312,0.891108,1.467861,0.858234
,,,,,,3709264342,0.911221,1.452382,0.84216
,,,,,,3709264372,0.906193,1.445238,0.857043
,,,,,,3709264402,0.901164,1.445833,0.855257
,,,,,,3709264432,0.891108,1.461907,0.846922
,,,,,,3709264462,0.906193,1.436903,0.853471
,,,,,,3709264492,0.891108,1.49227,0.837992
,,,,,,3709264522,0.916249,1.445833,0.853471
,,,,,,3709264552,0.896136,1.449405,0.874308
,,,,,,3709264582,0.906193,1.462503,0.850495
,,,,,,3709264612,0.906193,1.449405,0.862997
,,,,,,3709264642,0.891108,1.452977,0.846922
,,,,,,3709264672,0.896136,1.479172,0.835611
,,,,,,3709264702,0.911221,1.444047,0.852876
,,,,,,3709264732,0.911221,1.448215,0.839183
,,,,,,3709264762,0.901164,1.453573,0.873117
,,,,,,3709264792,0.911221,1.457145,0.846922
,,,,,,3709264822,0.906193,1.44881,0.843946
,,,,,,3709264852,0.906193,1.451191,0.852281
,,,,,,3709264882,0.891108,1.464884,0.852281
,,,,,,3709264912,0.911221,1.436903,0.837992
,,,,,,3709264942,0.911221,1.454168,0.849304
,,,,,,3709264972,0.891108,1.4756,0.84216
,,,,,,3709265002,0.911221,1.445238,0.845136
,,,,,,3709265032,0.916249,1.436308,0.840969
,,,,,,3709265062,0.891108,1.479172,0.837992
,,,,,,3709265092,0.911221,1.453573,0.838588
,,,,,,3709265122,0.891108,1.455954,0.835016
,,,,,,3709265152,0.901164,1.445833,0.846327
,,,,,,3709265182,0.891108,1.458335,0.829062
,,,,,,3709265212,0.901164,1.445238,0.837992
,,,,,,3709265242,0.901164,1.477981,0.830253
,,,,,,3709265272,0.906193,1.444047,0.830253
,,,,,,3709265302,0.896136,1.461312,0.8243
,,,,,,3709265332,0.88608,1.454168,0.847518
,,,,,,3709265362,0.870995,1.454168,0.840374
,,,,,,3709265392,0.88608,1.460717,0.849304
,,,,,,3709265422,0.896136,1.480958,0.818346
,,,,,,3709265452,0.891108,1.466075,0.814179
,,,,,,3709265482,0.876024,1.452977,0.836802
,,,,,,3709265512,0.896136,1.473219,0.824895
,,,,,,3709265542,0.901164,1.426187,0.808225
,,,,,,3709265572,0.906193,1.424401,0.840374
,,,,,,3709265602,0.88608,1.450596,0.851685
,,,,,,3709265632,0.88608,1.467861,0.829062
,,,,,,3709265662,0.881052,1.452382,0.841564
,,,,,,3709265692,0.896136,1.455359,0.831444
,,,,,,3709265722,0.891108,1.452977,0.861211
,,,,,,3709265752,0.911221,1.419638,0.830253
,,,,,,3709265782,0.911221,1.427378,0.845136
,,,,,,3709265812,0.916249,1.424401,0.827276
,,,,,,3709265842,0.881052,1.455359,0.791556
,,,,,,3709265872,0.881052,1.433926,0.839778
,,,,,,3709265902,0.881052,1.456549,0.857639
,,,,,,3709265932,0.906193,1.426187,0.837397
,,,,,,3709265962,0.891108,1.445833,0.804653
,,,,,,3709265992,0.88608,1.464884,0.813584
,,,,,,3709266022,0.906193,1.427973,0.83442
,,,,,,3709266052,0.906193,1.451191,0.831444
,,,,,,3709266082,0.901164,1.463693,0.802272
,,,,,,3709266112,0.896136,1.431545,0.817751
,,,,,,3709266142,0.881052,1.458335,0.826681
,,,,,,3709266172,0.891108,1.447619,0.824895
,,,,,,3709266202,0.891108,1.467861,0.814774
,,,,,,3709266232,0.891108,1.472623,0.813584
,,,,,,3709266262,0.876024,1.447619,0.841564
,,,,,,3709266292,0.896136,1.449405,0.81656
,,,,,,3709266322,0.896136,1.442856,0.811798
,,,,,,3709266352,0.876024,1.44881,0.829658
,,,,,,3709266382,0.896136,1.427973,0.829062
,,,,,,3709266412,0.896136,1.449405,0.799891
,,,,,,3709266442,0.876024,1.444642,0.828467
,,,,,,3709266472,0.870995,1.440475,0.826086
,,,,,,3709266502,0.876024,1.460717,0.819537
,,,,,,3709266532,0.901164,1.436308,0.826681
,,,,,,3709266562,0.891108,1.437498,0.789175
,,,,,,3709266592,0.901164,1.429759,0.830848
,,,,,,3709266622,0.88608,1.452382,0.810607
,,,,,,3709266652,0.911221,1.424996,0.818346
,,,,,,3709266682,0.88608,1.436903,0.817751
,,,,,,3709266712,0.911221,1.426187,0.826681
,,,,,,3709266742,0.906193,1.42321,0.818346
,,,,,,3709266772,0.876024,1.44881,0.808821
,,,,,,3709266802,0.901164,1.426782,0.840374
,,,,,,3709266832,0.881052,1.438094,0.818942
,,,,,,3709266862,0.896136,1.449405,0.827276
,,,,,,3709266892,0.876024,1.447619,0.832039
,,,,,,3709266922,0.881052,1.454168,0.801677
,,,,,,3709266952,0.916249,1.439284,0.83323
,,,,,,3709266982,0.88608,1.459526,0.794533
,,,,,,3709267012,0.901164,1.436308,0.809416
,,,,,,3709267042,0.88608,1.470242,0.774291
,,,,,,3709267072,0.876024,1.458931,0.793937
,,,,,,3709267102,0.906193,1.427973,0.821323
,,,,,,3709267132,0.865967,1.454763,0.78977
,,,,,,3709267162,0.876024,1.447024,0.7987
,,,,,,3709267192,0.876024,1.43214,0.81656
,,,,,,3709267222,0.896136,1.433926,0.80763
,,,,,,3709267252,0.88608,1.429759,0.83442
,,,,,,3709267282,0.901164,1.433331,0.809416
,,,,,,3709267312,0.896136,1.460717,0.81656
,,,,,,3709267342,0.901164,1.425592,0.802272
,,,,,,3709267372,0.876024,1.444047,0.792151
,,,,,,3709267402,0.891108,1.443452,0.809416
,,,,,,3709267432,0.876024,1.442261,0.779054
,,,,,,3709267462,0.891108,1.437498,0.803463
,,,,,,3709267492,0.891108,1.426187,0.798105
,,,,,,3709267522,0.876024,1.458931,0.782031
,,,,,,3709267552,0.911221,1.42321,0.76417
,,,,,,3709267582,0.881052,1.429759,0.790365
,,,,,,3709267612,0.870995,1.435712,0.792151
,,,,,,3709267642,0.896136,1.403564,0.799295
,,,,,,3709267672,0.896136,1.420829,0.796914
,,,,,,3709267702,0.901164,1.428568,0.806439
,,,,,,3709267732,0.865967,1.444047,0.784412
,,,,,,3709267762,0.870995,1.447024,0.820132
,,,,,,3709267792,0.896136,1.424401,0.817751
,,,,,,3709267822,0.876024,1.450001,0.783817
,,,,,,3709267852,0.891108,1.427973,0.782031
,,,,,,3709267882,0.881052,1.451787,0.777863
,,,,,,3709267912,0.88608,1.438689,0.802272
,,,,,,3709267942,0.865967,1.447619,0.801081
,,,,,,3709267972,0.901164,1.422615,0.793937
,,,,,,3709268002,0.860939,1.435712,0.789175
,,,,,,3709268032,0.870995,1.433331,0.822514
,,,,,,3709268062,0.88608,1.438689,0.779054
,,,,,,3709268092,0.881052,1.455359,0.779054
,,,,,,3709268122,0.881052,1.446428,0.765956
,,,,,,3709268152,0.896136,1.41428,0.806439
,,,,,,3709268182,0.865967,1.426187,0.801677
,,,,,,3709268212,0.876024,1.450596,0.789175
,,,,,,3709268242,0.870995,1.45774,0.78977
,,,,,,3709268272,0.891108,1.433926,0.768338
,,,,,,3709268302,0.876024,1.437498,0.805249
,,,,,,3709268332,0.88608,1.425592,0.782031
,,,,,,3709268362,0.901164,1.405945,0.804653
,,,,,,3709268392,0.870995,1.438094,0.794533
,,,,,,3709268422,0.881052,1.430354,0.821918
